Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
milling-burscad-cadwieland-dental-product,,,,,,,TRUE,size,Burs R0.35*RC7*D3*TL40,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
milling-burscad-cadwieland-dental-product,,,,,,,TRUE,size,Burs R1.25*RC20*D3*TL35,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
milling-burscad-cadwieland-dental-product,,,,,,,TRUE,size,Burs R0.5*RC16*D3*TL35,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
milling-burscad-cadwieland-dental-product,,,,,,,TRUE,size,Burs R0.35*RC7*D3*TL35,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
milling-burscad-cadwieland-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/04/Wieland.png,1,Milling burs|Cad Cad|Wieland | Dental Product,,,,,,,,
milling-burscad-cadwieland-dental-product-burs-r125rc20d3tl40,Milling burs|Cad Cad|Wieland | Dental Product - Burs R1.25*RC20*D3*TL40,,,,,,TRUE,size,Burs R1.25*RC20*D3*TL40,,,,,CMWL40T1-DC-Burs R1.25*RC20*D3*TL40,0,shopify,,deny,manual,89,,TRUE,TRUE,,,,,FALSE,Milling burs|Cad Cad|Wieland | Dental Product - Burs R1.25*RC20*D3*TL40,,,g,,,active
milling-burscad-cadwieland-dental-product-burs-r05rc16d3tl40,Milling burs|Cad Cad|Wieland | Dental Product - Burs R0.5*RC16*D3*TL40,,,,,,TRUE,size,Burs R0.5*RC16*D3*TL40,,,,,CMWL40T2-DC-Burs R0.5*RC16*D3*TL40,0,shopify,,deny,manual,89,,TRUE,TRUE,,,,,FALSE,Milling burs|Cad Cad|Wieland | Dental Product - Burs R0.5*RC16*D3*TL40,,,g,,,active
milling-burscad-cadwieland-dental-product-burs-r035rc7d3tl40,Milling burs|Cad Cad|Wieland | Dental Product - Burs R0.35*RC7*D3*TL40,,,,,,TRUE,size,Burs R0.35*RC7*D3*TL40,,,,,CMWL40T3-DC-Burs R0.35*RC7*D3*TL40,0,shopify,,deny,manual,89,,TRUE,TRUE,,,,,FALSE,Milling burs|Cad Cad|Wieland | Dental Product - Burs R0.35*RC7*D3*TL40,,,g,,,active
milling-burscad-cadwieland-dental-product-burs-r125rc20d3tl35,Milling burs|Cad Cad|Wieland | Dental Product - Burs R1.25*RC20*D3*TL35,,,,,,TRUE,size,Burs R1.25*RC20*D3*TL35,,,,,CMWL35T1-DC-Burs R1.25*RC20*D3*TL35,0,shopify,,deny,manual,89,,TRUE,TRUE,,,,,FALSE,Milling burs|Cad Cad|Wieland | Dental Product - Burs R1.25*RC20*D3*TL35,,,g,,,active
milling-burscad-cadwieland-dental-product-burs-r05rc16d3tl35,Milling burs|Cad Cad|Wieland | Dental Product - Burs R0.5*RC16*D3*TL35,,,,,,TRUE,size,Burs R0.5*RC16*D3*TL35,,,,,CMWL35T2-DC-Burs R0.5*RC16*D3*TL35,0,shopify,,deny,manual,89,,TRUE,TRUE,,,,,FALSE,Milling burs|Cad Cad|Wieland | Dental Product - Burs R0.5*RC16*D3*TL35,,,g,,,active
milling-burscad-cadwieland-dental-product-burs-r035rc7d3tl35,Milling burs|Cad Cad|Wieland | Dental Product - Burs R0.35*RC7*D3*TL35,,,,,,TRUE,size,Burs R0.35*RC7*D3*TL35,,,,,CMWL35T3-DC-Burs R0.35*RC7*D3*TL35,0,shopify,,deny,manual,89,,TRUE,TRUE,,,,,FALSE,Milling burs|Cad Cad|Wieland | Dental Product - Burs R0.35*RC7*D3*TL35,,,g,,,active
milling-burscad-cadyena-dental-product,Milling burs|Cad Cad|Yena | Dental Product,"<p>Burs CMYND4T1DC (R1.0*RC16*D4*TL45)</p>
<p><span data-contrast=""none"">Burs CMYND4T2DC (R0.5*RC16*D4*TL45)</span><span data-ccp-props=""{""201341983"":0,""335559739"":0,""335559740"":240}""> </span></p>
<p><span data-contrast=""none"">Burs CMYND4T3DC (R0.3*RC8*D4*TL45)</span><span data-ccp-props=""{""201341983"":0,""335559739"":0,""335559740"":240}""> </span></p>
<p><span data-contrast=""none"">Burs CMYND4T4DC (R1.25*RC16*D4*TL45)</span></p>",,,Burs CAD CAM,CAD CAM Products,TRUE,size,Burs R1.0*RC16*D4*TL45,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,Milling burs|Cad Cad|Yena | Dental Product,,,g,,,active
milling-burscad-cadyena-dental-product,,,,,,,TRUE,size,Burs R0.5*RC16*D4*TL45,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
milling-burscad-cadyena-dental-product,,,,,,,TRUE,size,Burs R0.3*RC8*D4*TL45,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
milling-burscad-cadyena-dental-product,,,,,,,TRUE,size,Burs R1.25*RC16*D4*TL45,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
milling-burscad-cadyena-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/04/Yena.png,1,Milling burs|Cad Cad|Yena | Dental Product,,,,,,,,
milling-burscad-cadyena-dental-product-burs-r05rc16d4tl45,Milling burs|Cad Cad|Yena | Dental Product - Burs R0.5*RC16*D4*TL45,,,,,,TRUE,size,Burs R0.5*RC16*D4*TL45,,,,,CMYND4T2DC-Burs R0.5*RC16*D4*TL45,0,shopify,,deny,manual,89,,TRUE,TRUE,,,,,FALSE,Milling burs|Cad Cad|Yena | Dental Product - Burs R0.5*RC16*D4*TL45,,,g,,,active
milling-burscad-cadyena-dental-product-burs-r03rc8d4tl45,Milling burs|Cad Cad|Yena | Dental Product - Burs R0.3*RC8*D4*TL45,,,,,,TRUE,size,Burs R0.3*RC8*D4*TL45,,,,,CMYND4T3DC-Burs R0.3*RC8*D4*TL45,0,shopify,,deny,manual,89,,TRUE,TRUE,,,,,FALSE,Milling burs|Cad Cad|Yena | Dental Product - Burs R0.3*RC8*D4*TL45,,,g,,,active
milling-bursamann-girrbach-dental-product,Milling burs|Amann Girrbach | Dental Product,"<p><span data-contrast=""none"">Burs CMAG47T1DC (R1.25*RC16*D3*TL47)</span><span data-ccp-props=""{""201341983"":0,""335559739"":0,""335559740"":240}""> </span></p>
<p><span data-contrast=""none"">Burs CMAG47T2DC (R0.5*RC16*D3*TL47)</span><span data-ccp-props=""{""201341983"":0,""335559739"":0,""335559740"":240}""> </span></p>
<p><span data-contrast=""none"">Burs CMAG47T3DC (R0.3*RC13*D3*TL47) </span><span data-ccp-props=""{""201341983"":0,""335559739"":0,""335559740"":240}""> </span></p>",,,Burs CAD CAM,CAD CAM Products,TRUE,size,Burs R1.25*RC16*D3*TL47,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,Milling burs|Amann Girrbach | Dental Product,,,g,,,active
milling-bursamann-girrbach-dental-product,,,,,,,TRUE,size,Burs R0.5*RC16*D3*TL47,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
milling-bursamann-girrbach-dental-product,,,,,,,TRUE,size,Burs R0.3*RC13*D3*TL47,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
milling-bursamann-girrbach-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/04/Amann-Girrbach.png,1,Milling burs|Amann Girrbach | Dental Product,,,,,,,,
milling-bursamann-girrbach-dental-product-burs-r125rc16d3tl47,Milling burs|Amann Girrbach | Dental Product - Burs R1.25*RC16*D3*TL47,,,,,,TRUE,size,Burs R1.25*RC16*D3*TL47,,,,,CMAG47T1DC-Burs R1.25*RC16*D3*TL47,0,shopify,,deny,manual,89,,TRUE,TRUE,,,,,FALSE,Milling burs|Amann Girrbach | Dental Product - Burs R1.25*RC16*D3*TL47,,,g,,,active
milling-bursamann-girrbach-dental-product-burs-r05rc16d3tl47,Milling burs|Amann Girrbach | Dental Product - Burs R0.5*RC16*D3*TL47,,,,,,TRUE,size,Burs R0.5*RC16*D3*TL47,,,,,CMAG47T2DC-Burs R0.5*RC16*D3*TL47,0,shopify,,deny,manual,89,,TRUE,TRUE,,,,,FALSE,Milling burs|Amann Girrbach | Dental Product - Burs R0.5*RC16*D3*TL47,,,g,,,active
milling-bursamann-girrbach-dental-product-burs-r03rc13d3tl47,Milling burs|Amann Girrbach | Dental Product - Burs R0.3*RC13*D3*TL47,,,,,,TRUE,size,Burs R0.3*RC13*D3*TL47,,,,,CMAG47T3DC-Burs R0.3*RC13*D3*TL47,0,shopify,,deny,manual,89,,TRUE,TRUE,,,,,FALSE,Milling burs|Amann Girrbach | Dental Product - Burs R0.3*RC13*D3*TL47,,,g,,,active
tecno-polymer-thermoplastic-biopolyglass-dental-product,Tecno-Polymer Thermoplastic Biopolyglass | Dental Product,,,,'- Clearance,,TRUE,Title,Default Title,,,,,BP28G,0,shopify,,deny,manual,182,260,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/04/Tecno-Polymer-Thermoplastic_biopolyglass.jpg,1,Tecno-Polymer Thermoplastic Biopolyglass | Dental Product,FALSE,Tecno-Polymer Thermoplastic Biopolyglass | Dental Product,,,g,,,active
zhefiro-gingival-flow-composite-kit-dental-product,ZHEFIRO Gingival Flow Composite Kit | Dental Product,,,,Acrylics,Crown and Bridges,TRUE,Title,Default Title,,,,,BXF3G2-3-4,0,shopify,,deny,manual,150,180,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/04/24.Zhefiro_labor_GINGIVAFLOw-576w.webp,1,ZHEFIRO Gingival Flow Composite Kit | Dental Product,FALSE,ZHEFIRO Gingival Flow Composite Kit | Dental Product,,,g,,,active
bio-fiber-glass-tablet-dentina-for-cadcam-dental-product,Bio Fiber Glass Tablet Dentina For Cad/Cam | Dental Product,,,,'- Clearance,,TRUE,Title,Default Title,,,,,BGSD15/1301-1,0,shopify,,deny,manual,308,440,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/04/Bio-Fiber-Glass-Tablet-Dentina.jpg,1,Bio Fiber Glass Tablet Dentina For Cad/Cam | Dental Product,FALSE,Bio Fiber Glass Tablet Dentina For Cad/Cam | Dental Product,,,g,,,active
special-alluminium-flask-big-dental-product,Special Alluminium Flask Big | Dental Product,"<p>These new Flasks have been developed to make the substructure and the estetics parts, without moving the model from the base of the Flask.</p>",,,'- Clearance,,TRUE,Title,Default Title,,,,,ALMS3-1,0,shopify,,deny,manual,420,600,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/04/Special-Alluminium-Flask-Big.jpg,1,Special Alluminium Flask Big | Dental Product,FALSE,Special Alluminium Flask Big | Dental Product,"<p>These new Flasks have been developed to make the substructure and the estetics parts, without moving the model from the base of the Flask.</p>",,g,,,active
delta-bar-all-on-4-dental-product,Delta Bar - All On 4 | Dental Product,"<p><p class=""p1"">Telescopic Bar construction in 16 minutes for immediate loading, with which it is possible to create structures that are screwed without strain on implants, with inserts (optional) for tooth retention using the gluing technique without fusion and welds. It can also be used for screwed bridges.</p></p>
<p><p class=""p1"">Available in medical steel, and Grade 5 Titanium. In Titanium version, it is possible to weld the joints to the cylinder of the implants.</p></p>",,,'- Clearance,,TRUE,Title,Default Title,,,,,BA4-1,0,shopify,,deny,manual,49,70,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/04/Delta-Bar-All-on-4.jpg,1,Delta Bar - All On 4 | Dental Product,FALSE,Delta Bar - All On 4 | Dental Product,"<p><p class=""p1"">Telescopic Bar construction in 16 minutes for immediate loading, with which it is possible to create structures that are screwed without strain on implants, with inserts (optional) for tooth retention using the gluing technique without fusion and welds. It can also be used for screwed bridges.</p></p>
<p><p class=""p1"">Available in medical steel, and Grade 5 Titanium. In Titanium version, it is possible to weld the joints to the cylinder of the implants.</p></p>",,g,,,active
bio-carbon-fiber-tablet-for-cadcam-15mm-dental-product,Bio Carbon Fiber Tablet For Cad/Cam 15Mm | Dental Product,,,,'- Clearance,,TRUE,Title,Default Title,,,,,BCT114-1,0,shopify,,deny,manual,343,490,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/04/Bio-Carbon-Fiber-Tablet-15mm.jpg,1,Bio Carbon Fiber Tablet For Cad/Cam 15Mm | Dental Product,FALSE,Bio Carbon Fiber Tablet For Cad/Cam 15Mm | Dental Product,,,g,,,active
bio-carbon-fiber-tablet-for-cadcam-15mm-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/03/Bio-Carbon-Fiber-Tablet-20mm.jpg,2,Bio Carbon Fiber Tablet For Cad/Cam 15Mm | Dental Product,,,,,,,,
acrylicmicro-temp-ht-plus-powder-bottle-100g-a1-a2-a3-a4-dental-product-50-100-ma2,Acrylic|Micro Temp Ht Plus Powder Bottle 100G A1-A2-A3-A4 | Dental Product - 50-100-MA2,,,,,,TRUE,color,50-100-MA2,,,,,50-100-MA2-50-100-MA2,0,shopify,,deny,manual,120,,TRUE,TRUE,,,,,FALSE,Acrylic|Micro Temp Ht Plus Powder Bottle 100G A1-A2-A3-A4 | Dental Product - 50-100-MA2,,,g,,,active
acrylicmicro-temp-ht-plus-powder-bottle-100g-a1-a2-a3-a4-dental-product-50-100-ma3,Acrylic|Micro Temp Ht Plus Powder Bottle 100G A1-A2-A3-A4 | Dental Product - 50-100-MA3,,,,,,TRUE,color,50-100-MA3,,,,,50-100-MA3-50-100-MA3,0,shopify,,deny,manual,120,,TRUE,TRUE,,,,,FALSE,Acrylic|Micro Temp Ht Plus Powder Bottle 100G A1-A2-A3-A4 | Dental Product - 50-100-MA3,,,g,,,active
acrylicmicro-temp-ht-plus-powder-bottle-100g-a1-a2-a3-a4-dental-product-50-100-ma4,Acrylic|Micro Temp Ht Plus Powder Bottle 100G A1-A2-A3-A4 | Dental Product - 50-100-MA4,,,,,,TRUE,color,50-100-MA4,,,,,50-100-MA4-50-100-MA4,0,shopify,,deny,manual,120,,TRUE,TRUE,,,,,FALSE,Acrylic|Micro Temp Ht Plus Powder Bottle 100G A1-A2-A3-A4 | Dental Product - 50-100-MA4,,,g,,,active
wireball-clasp-pack-of-50-dental-product-08mm,wire|Ball Clasp Pack Of 50 | Dental Product - 0.8mm,,,,,,TRUE,size,0.8mm,,,,,Cwbc301-0.8mm,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,wire|Ball Clasp Pack Of 50 | Dental Product - 0.8mm,,,g,,,active
wireball-clasp-pack-of-50-dental-product-1mm,wire|Ball Clasp Pack Of 50 | Dental Product - 1mm,,,,,,TRUE,size,1mm,,,,,Cwbc320-1mm,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,wire|Ball Clasp Pack Of 50 | Dental Product - 1mm,,,g,,,active
abrasivesiladent-pumice-fine-520kg-dental-product-5kg,Abrasive|Siladent Pumice Fine 5/20Kg | Dental Product - 5KG,,,,,,TRUE,size,5KG,,,,,Pp100-5KG,5000,shopify,,deny,manual,38.5,,TRUE,TRUE,,,,,FALSE,Abrasive|Siladent Pumice Fine 5/20Kg | Dental Product - 5KG,,,g,,,active
abrasivesiladent-pumice-fine-520kg-dental-product-5kg,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/03/Siladent-Pumice-5kg.webp,1,Abrasive|Siladent Pumice Fine 5/20Kg | Dental Product - 5KG,,,,,,,,
abrasivesiladent-pumice-fine-520kg-dental-product-20kg,Abrasive|Siladent Pumice Fine 5/20Kg | Dental Product - 20KG,,,,,,TRUE,size,20KG,,,,,Pp110-20KG,20000,shopify,,deny,manual,121,,TRUE,TRUE,,,,,FALSE,Abrasive|Siladent Pumice Fine 5/20Kg | Dental Product - 20KG,,,g,,,active
abrasivesiladent-pumice-fine-520kg-dental-product-20kg,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/04/siladent-20kg.jpeg,1,Abrasive|Siladent Pumice Fine 5/20Kg | Dental Product - 20KG,,,,,,,,
acrylicmonomassa-pmma-discs-dental-product-cad-cam-a2-18mm,Acrylic|Monomassa Pmma Discs | Dental Product |Cad Cam| - A2 18mm,,,,,,TRUE,color,A2 18mm,,,,,50-700-18-A2-A2 18mm,0,shopify,,deny,manual,125,,TRUE,TRUE,,,,,FALSE,Acrylic|Monomassa Pmma Discs | Dental Product |Cad Cam| - A2 18mm,,,g,,,active
acrylicmonomassa-pmma-discs-dental-product-cad-cam-a3-18mm,Acrylic|Monomassa Pmma Discs | Dental Product |Cad Cam| - A3 18mm,,,,,,TRUE,color,A3 18mm,,,,,50-700-18-A3-A3 18mm,0,shopify,,deny,manual,125,,TRUE,TRUE,,,,,FALSE,Acrylic|Monomassa Pmma Discs | Dental Product |Cad Cam| - A3 18mm,,,g,,,active
thermo-check-for-sintering-furnace-ferro-dental-product,Thermo Check |For Sintering Furnace | Ferro | Dental Product,"<p>Higher quality products and lower costs through, improved, reliable firing control,</p>
<p>for sintering furnace.</p>
<p>PROCESS TEMPERATURE CONTROL RINGS PTCR-HTH</p>
<p>1450//1750°C</p>
<p><b>INSTRUCTIONS FOR USE</b></p>
<p><span style=""font-weight: 400;"">Insert the ring in the centre of the oven and follow the sintering program for the chosen product shown on the leaflet attached to the disc. PTRC rings are extremely accurate indicators in measuring the amount of heat that is absorbed during the cooking cycle and constitute one of the best temperature/time measurement systems. Carry out the measurement at the end of the cycle, check the values ​​obtained with the table on the following page to identify the real final temperature of your oven. The contraction of the ring indicates the amount of heat absorbed where it is positioned. The diameter measurement is carried out using a digital Caliber. </span></p>
<p>[embed]https://youtu.be/YevOtlS9XSk[/embed]</p>
<p><img class=""alignnone size-full wp-image-3218"" src=""http://3deltadental.com/wp-content/uploads/2024/04/temperature-table.png"" alt="""" width=""655"" height=""816"" /></p>",,,CAD CAM Products,,TRUE,Title,Default Title,,,,,F10,0,shopify,,deny,manual,89,,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/04/ferro.jpg,1,Thermo Check |For Sintering Furnace | Ferro | Dental Product,FALSE,Thermo Check |For Sintering Furnace | Ferro | Dental Product,"<p>Higher quality products and lower costs through, improved, reliable firing control,</p>
<p>for sintering furnace.</p>
<p>PROCESS TEMPERATURE CONTROL RINGS PTCR-HTH</p>
<p>1450//1750°C</p>",,g,,,active
spray-polish-vertys-mint-dental-product,Spray |Polish |Vertys Mint | Dental Product,<p>Mint aftertaste full denture spray. It reduces the monomer residue and makes the surface of the prosthesis more shiny.</p>,Vertysystem,,Acrylics,,TRUE,Title,Default Title,,,,,A-4002,0,shopify,,deny,manual,49,,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/04/vertys-mint.png,1,Spray |Polish |Vertys Mint | Dental Product,FALSE,Spray |Polish |Vertys Mint | Dental Product,<p>Mint aftertaste full denture spray. It reduces the monomer residue and makes the surface of the prosthesis more shiny.</p>,,g,,,active
universal-mixing-liquid-for-ceramics-50250ml-dental-product-50ml,Universal Mixing Liquid For Ceramics 50/250Ml | Dental Product - 50ml,,,,,,TRUE,size,50ml,,,,,,0,shopify,,deny,manual,48,,TRUE,TRUE,,,,,FALSE,Universal Mixing Liquid For Ceramics 50/250Ml | Dental Product - 50ml,,,g,,,active
universal-mixing-liquid-for-ceramics-50250ml-dental-product-250ml,Universal Mixing Liquid For Ceramics 50/250Ml | Dental Product - 250ml,,,,,,TRUE,size,250ml,,,,,,0,shopify,,deny,manual,90,,TRUE,TRUE,,,,,FALSE,Universal Mixing Liquid For Ceramics 50/250Ml | Dental Product - 250ml,,,g,,,active
brushesscotch-wheel-mounted-pack-of-10-dental-product-coarse,Brushes|Scotch Wheel Mounted - Pack Of 10 | Dental Product - Coarse,,,,,,TRUE,Type,Coarse,,,,,,0,shopify,,deny,manual,39,,TRUE,TRUE,,,,,FALSE,Brushes|Scotch Wheel Mounted - Pack Of 10 | Dental Product - Coarse,,,g,,,active
brushesscotch-wheel-mounted-pack-of-10-dental-product-coarse,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/03/Scotch-Wheel-Mounted-–-Coarse.webp,1,Brushes|Scotch Wheel Mounted - Pack Of 10 | Dental Product - Coarse,,,,,,,,
brushesscotch-wheel-mounted-pack-of-10-dental-product-medium,Brushes|Scotch Wheel Mounted - Pack Of 10 | Dental Product - Medium,,,,,,TRUE,Type,Medium,,,,,Pww031m-Medium,0,shopify,,deny,manual,39,,TRUE,TRUE,,,,,FALSE,Brushes|Scotch Wheel Mounted - Pack Of 10 | Dental Product - Medium,,,g,,,active
brushesscotch-wheel-mounted-pack-of-10-dental-product-medium,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/03/Scotch-Wheel-Mounted-–-Medium.webp,1,Brushes|Scotch Wheel Mounted - Pack Of 10 | Dental Product - Medium,,,,,,,,
brushesscotch-wheel-mounted-pack-of-10-dental-product-fine,Brushes|Scotch Wheel Mounted - Pack Of 10 | Dental Product - Fine,,,,,,TRUE,Type,Fine,,,,,Pww031f-Fine,0,shopify,,deny,manual,39,,TRUE,TRUE,,,,,FALSE,Brushes|Scotch Wheel Mounted - Pack Of 10 | Dental Product - Fine,,,g,,,active
brushesscotch-wheel-mounted-pack-of-10-dental-product-fine,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/03/Scotch-Wheel-Mounted-–-Fine.webp,1,Brushes|Scotch Wheel Mounted - Pack Of 10 | Dental Product - Fine,,,,,,,,
articulating-paperbausch-bk09bk10-articulating-paper-dental-product-red,Articulating paper|Bausch Bk09/Bk10 Articulating Paper | Dental Product - Red,,,,,,TRUE,color,Red,,,,,BK10-Red,0,shopify,,deny,manual,38,,TRUE,TRUE,,,,,FALSE,Articulating paper|Bausch Bk09/Bk10 Articulating Paper | Dental Product - Red,,,g,,,active
articulating-paperbausch-bk09bk10-articulating-paper-dental-product-blue,Articulating paper|Bausch Bk09/Bk10 Articulating Paper | Dental Product - Blue,,,,,,TRUE,color,Blue,,,,,BK09-Blue,0,shopify,,deny,manual,38,,TRUE,TRUE,,,,,FALSE,Articulating paper|Bausch Bk09/Bk10 Articulating Paper | Dental Product - Blue,,,g,,,active
articulating-paperbausch-arti-spray-bk286-bk288-dental-product-green,Articulating paper|Bausch Arti-Spray   Bk286 - Bk288 | Dental Product - Green,,,,,,TRUE,color,Green,,,,,BK288-Green,0,shopify,,deny,manual,66,,TRUE,TRUE,,,,,FALSE,Articulating paper|Bausch Arti-Spray   Bk286 - Bk288 | Dental Product - Green,,,g,,,active
articulating-paperbausch-arti-spray-bk286-bk288-dental-product-red,Articulating paper|Bausch Arti-Spray   Bk286 - Bk288 | Dental Product - Red,,,,,,TRUE,color,Red,,,,,BK286-Red,0,shopify,,deny,manual,66,,TRUE,TRUE,,,,,FALSE,Articulating paper|Bausch Arti-Spray   Bk286 - Bk288 | Dental Product - Red,,,g,,,active
artculating-paper-bausch-bk51br52-articulating-paper-dental-product,Artculating Paper |Bausch Bk51/Br52 Articulating Paper | Dental Product,<p>Articulating Paper Plastic 100 microns.</p>,Bausch,,Articulating Paper & Accessories,Crown and Bridges,TRUE,color,Red,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,Artculating Paper |Bausch Bk51/Br52 Articulating Paper | Dental Product,<p>Articulating Paper Plastic 100 microns.</p>,,g,,,active
artculating-paper-bausch-bk51br52-articulating-paper-dental-product,,,,,,,TRUE,color,Blue,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
artculating-paper-bausch-bk51br52-articulating-paper-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/03/BAUSCH-BK51-ARTICULATING-PAPER.webp,1,Artculating Paper |Bausch Bk51/Br52 Articulating Paper | Dental Product,,,,,,,,
artculating-paper-bausch-bk51br52-articulating-paper-dental-product-red,Artculating Paper |Bausch Bk51/Br52 Articulating Paper | Dental Product - Red,,,,,,TRUE,color,Red,,,,,BK51-Red,0,shopify,,deny,manual,51,,TRUE,TRUE,,,,,FALSE,Artculating Paper |Bausch Bk51/Br52 Articulating Paper | Dental Product - Red,,,g,,,active
artculating-paper-bausch-bk51br52-articulating-paper-dental-product-blue,Artculating Paper |Bausch Bk51/Br52 Articulating Paper | Dental Product - Blue,,,,,,TRUE,color,Blue,,,,,BK52-Blue,0,shopify,,deny,manual,51,,TRUE,TRUE,,,,,FALSE,Artculating Paper |Bausch Bk51/Br52 Articulating Paper | Dental Product - Blue,,,g,,,active
articulating-paper-bausch-bk01-bk02-articulating-paper-dental-product,Articulating Paper |Bausch Bk01 /Bk02 Articulating Paper | Dental Product,"<p>Bausch Articulating Paper 300</p>
<p>strips - Blue - 200 micrones Bk01</p>
<p>Bausch Articulating Paper 300</p>
<p>strips - Red - 200 micrones Bk02</p>
<p>Bausch 200μ Articulating Paper with progressive colour transfer, that highlights overall pressure distribution by means of different colour shades:</p>
<p>THE LIGHTER THE BITE, THE LIGHTER THE MARK</p>
<p>THE HARDER THE BITE, THE DARKER THE MARK</p>",Bausch,,Articulating Paper & Accessories,Crown and Bridges,TRUE,color,Red,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,Articulating Paper |Bausch Bk01 /Bk02 Articulating Paper | Dental Product,"<p>Bausch Articulating Paper 300</p>
<p>strips - Blue - 200 micrones Bk01</p>
<p>Bausch Articulating Paper 300</p>
<p>strips - Red - 200 micrones Bk02</p>",,g,,,active
articulating-paper-bausch-bk01-bk02-articulating-paper-dental-product,,,,,,,TRUE,color,Blue,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
articulating-paper-bausch-bk01-bk02-articulating-paper-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/03/BAUSCH-BK01-ARTICULATING-PAPER.webp,1,Articulating Paper |Bausch Bk01 /Bk02 Articulating Paper | Dental Product,,,,,,,,
articulating-paper-bausch-bk01-bk02-articulating-paper-dental-product-red,Articulating Paper |Bausch Bk01 /Bk02 Articulating Paper | Dental Product - Red,,,,,,TRUE,color,Red,,,,,BK02-Red,0,shopify,,deny,manual,41,51,TRUE,TRUE,,,,,FALSE,Articulating Paper |Bausch Bk01 /Bk02 Articulating Paper | Dental Product - Red,,,g,,,active
articulating-paper-bausch-bk01-bk02-articulating-paper-dental-product-blue,Articulating Paper |Bausch Bk01 /Bk02 Articulating Paper | Dental Product - Blue,,,,,,TRUE,color,Blue,,,,,BK01-Blue,0,shopify,,deny,manual,41,51,TRUE,TRUE,,,,,FALSE,Articulating Paper |Bausch Bk01 /Bk02 Articulating Paper | Dental Product - Blue,,,g,,,active
revor-light-dental-product-transparent,Revor Light | Dental Product - Transparent,,,,,,TRUE,Color,Transparent,,,,,RES000503-Transparent,0,shopify,,deny,manual,110,,TRUE,TRUE,,,,,FALSE,Revor Light | Dental Product - Transparent,,,g,,,active
